tank_code,dip_mm,litres
T2,1695,10267
T2,1696,10273
T2,1697,10279
T2,1698,10285
T2,1699,10291
T2,1700,10297
T2,1701,10303
T2,1702,10309
T2,1703,10315
T2,1704,10321
T2,1705,10327
T2,1706,10333
T2,1707,10339
T2,1708,10345
T2,1709,10352
T2,1710,10358
T2,1711,10364
T2,1712,10370
T2,1713,10376
T2,1714,10382
T2,1715,10388
T2,1716,10394
T2,1717,10400
T2,1718,10406
T2,1719,10411
T2,1720,10417
T2,1721,10423
T2,1722,10429
T2,1723,10434
T2,1724,10440
T2,1725,10446
T2,1726,10451
T2,1727,10457
T2,1728,10463
T2,1729,10469
T2,1730,10474
T2,1731,10480
T2,1732,10486
T2,1733,10491
T2,1734,10497
T2,1735,10503
T2,1736,10509
T2,1737,10514
T2,1738,10520
T2,1739,10526
T2,1740,10531
T2,1741,10537
T2,1742,10543
T2,1743,10549
T2,1744,10554
T2,1745,10560
T2,1746,10566
T2,1747,10571
T2,1748,10577
T2,1749,10583
T2,1750,10589
T2,1751,10594
T2,1752,10600
T2,1753,10606
T2,1754,10611
T2,1755,10617
T2,1756,10623
T2,1757,10629
T2,1758,10634
T2,1759,10640
T2,1760,10646
T2,1761,10651
T2,1762,10657
T2,1763,10663
T2,1764,10669
T2,1765,10674
T2,1766,10680
T2,1767,10686
T2,1768,10691
T2,1769,10697
T2,1770,10703
T2,1771,10709
T2,1772,10714
T2,1773,10720
T2,1774,10726
T2,1775,10731
T2,1776,10737
T2,1777,10743
T2,1778,10749
T2,1779,10754
T2,1780,10760
T2,1781,10766
T2,1782,10771
T2,1783,10777
T2,1784,10783
T2,1785,10789
T2,1786,10794
T2,1787,10800
T2,1788,10806
T2,1789,10811
T2,1790,10817
T2,1791,10822
T2,1792,10828
T2,1793,10833
T2,1794,10839
T2,1795,10844
T2,1796,10850
T2,1797,10856
T2,1798,10861
T2,1799,10867
T2,1800,10872
T2,1801,10878
T2,1802,10883
T2,1803,10889
T2,1804,10894
T2,1805,10900
T2,1806,10906
T2,1807,10911
T2,1808,10917
T2,1809,10922
T2,1810,10928
T2,1811,10933
T2,1812,10939
T2,1813,10944
T2,1814,10950
T2,1815,10956
T2,1816,10961
T2,1817,10967
T2,1818,10972
T2,1819,10978
T2,1820,10983
T2,1821,10989
T2,1822,10994
T2,1823,11000
T2,1824,11005
T2,1825,11011
T2,1826,11016
T2,1827,11021
T2,1828,11026
T2,1829,11032
T2,1830,11037
T2,1831,11042
T2,1832,11047
T2,1833,11053
T2,1834,11058
T2,1835,11063
T2,1836,11068
T2,1837,11074
T2,1838,11079
T2,1839,11084
T2,1840,11089
T2,1841,11095
T2,1842,11100
T2,1843,11105
T2,1844,11111
T2,1845,11116
T2,1846,11121
T2,1847,11126
T2,1848,11132
T2,1849,11137
T2,1850,11142
T2,1851,11147
T2,1852,11153
T2,1853,11158
T2,1854,11163
T2,1855,11168
T2,1856,11174
T2,1857,11179
T2,1858,11184
T2,1859,11189
T2,1860,11195
T2,1861,11200
T2,1862,11205
T2,1863,11210
T2,1864,11214
T2,1865,11219
T2,1866,11224
T2,1867,11229
T2,1868,11233
T2,1869,11238
T2,1870,11243
T2,1871,11248
T2,1872,11252
T2,1873,11257
T2,1874,11262
T2,1875,11267
T2,1876,11271
T2,1877,11276
T2,1878,11281
T2,1879,11286
T2,1880,11290
T2,1881,11295
T2,1882,11300
T2,1883,11305
T2,1884,11310
T2,1885,11314
T2,1886,11319
T2,1887,11324
T2,1888,11329
T2,1889,11333
T2,1890,11338
T2,1891,11343
T2,1892,11348
T2,1893,11352
T2,1894,11357
T2,1895,11362
T2,1896,11367
T2,1897,11371
T2,1898,11376
T2,1899,11381
T2,1900,11386
T2,1901,11390
T2,1902,11395
T2,1903,11400
T2,1904,11405
T2,1905,11409
T2,1906,11414
T2,1907,11419
T2,1908,11423
T2,1909,11428
T2,1910,11433
T2,1911,11437
T2,1912,11442
T2,1913,11447
T2,1914,11451
T2,1915,11456
T2,1916,11460
T2,1917,11465
T2,1918,11470
T2,1919,11474
T2,1920,11479
T2,1921,11484
T2,1922,11488
T2,1923,11493
T2,1924,11498
T2,1925,11502
T2,1926,11507
T2,1927,11512
T2,1928,11516
T2,1929,11521
T2,1930,11526
T2,1931,11530
T2,1932,11535
T2,1933,11540
T2,1934,11544
T2,1935,11549
T2,1936,11553
T2,1937,11558
T2,1938,11563
T2,1939,11567
T2,1940,11572
T2,1941,11577
T2,1942,11581
T2,1943,11586
T2,1944,11591
T2,1945,11595
T2,1946,11600
T2,1947,11604
T2,1948,11608
T2,1949,11612
T2,1950,11616
T2,1951,11620
T2,1952,11624
T2,1953,11629
T2,1954,11633
T2,1955,11637
T2,1956,11641
T2,1957,11645
T2,1958,11649
T2,1959,11653
T2,1960,11657
T2,1961,11661
T2,1962,11665
T2,1963,11669
T2,1964,11673
T2,1965,11678
T2,1966,11682
T2,1967,11686
T2,1968,11690
T2,1969,11694
T2,1970,11698
T2,1971,11702
T2,1972,11706
T2,1973,11710
T2,1974,11714
T2,1975,11718
T2,1976,11722
T2,1977,11727
T2,1978,11731
T2,1979,11735
T2,1980,11739
T2,1981,11743
T2,1982,11747
T2,1983,11751
T2,1984,11755
T2,1985,11759
T2,1986,11763
T2,1987,11767
T2,1988,11771
T2,1989,11776
T2,1990,11780
T2,1991,11784
T2,1992,11788
T2,1993,11792
T2,1994,11796
T2,1995,11800
T2,1996,11804
T2,1997,11807
T2,1998,11811
T2,1999,11814
T2,2000,11818
T2,2001,11821
T2,2002,11825
T2,2003,11829
T2,2004,11832
T2,2005,11836
T2,2006,11839
T2,2007,11843
T2,2008,11846
T2,2009,11850
T2,2010,11854
T2,2011,11857
T2,2012,11861
T2,2013,11864
T2,2014,11868
T2,2015,11871
T2,2016,11875
T2,2017,11879
T2,2018,11882
T2,2019,11886
T2,2020,11889
T2,2021,11893
T2,2022,11896
T2,2023,11900
T2,2024,11904
T2,2025,11907
T2,2026,11911
T2,2027,11914
T2,2028,11918
T2,2029,11921
T2,2030,11925
T2,2031,11929
T2,2032,11932
T2,2033,11936
T2,2034,11939
T2,2035,11943
T2,2036,11946
T2,2037,11950
T2,2038,11954
T2,2039,11957
T2,2040,11961
T2,2041,11964
T2,2042,11968
T2,2043,11971
T2,2044,11975
T2,2045,11979
T2,2046,11982
T2,2047,11986
T2,2048,11989
T2,2049,11993
T2,2050,11996
T2,2051,12000
